Cat,AUN,school_district,county,total_state_rev,bef,formula_funding,bef_soc_sec_2122,Charter Schools 7140,Tuition for Orphans & Children Placed in Private Homes 7160,School Improvement Grants 7170,Vocational Education 7220,Driver Education - Student 7240,Migratory Children 7250,Workforce Investment Act 7260,Special Education Funding for School Aged Pupils 7271,Early Intervention 7272,Adult Literacy 7280,Education Assistance Program (Tutoring) 7291,Pre-K Counts 7292,Program Revenues not Listed Previously 7299,Pupil Transportation Subsidy 7311,Nonpublic and Charter School Pupil Transportation Subsidy 7312,Rental & Sinking Fund Payments / Building Reimbursement Subsidy 7320,"Health Services (Medical, Dental, Nurse, Act 25) 7330","State Property Tax Reduction Allocation
7340",School Safety and Security Grants 7361,Other Safe Schools Grants 7369,Vocational Training of the Unemployed 7400,Project 720/High School Reform 7503,Ready to Learn Block Grant 7505,PAsmart Grants 7506,Supplemental Equipment Grants 7509,Continuity of Education and Equity Grants 7521,Other State Revenue not Listed Elsewhere 7599,"Revenue for Milk, Lunch & Breakfast Programs 7600",State Share of Social Security & Medicare Taxes 7810,State Share of Retirement Contributions 7820,Educational Technology 7910,Classrooms for the Future 7920,Other Technology Grants 7990
1,108051503,Chestnut Ridge SD,Bedford,"$14,338,255.16","$8,794,550.50","$8,449,584.04","$344,966.46",,"$14,533.00",,"$44,099.00",,,,"$1,062,751.30",,,,"$297,500.00",,"$1,061,312.84","$18,865.00","$496,224.02","$23,671.72","$452,413.42","$59,202.86",,,,"$285,476.00",,"$3,808.30",,,,,"$1,723,847.20",,,
1,108053003,Everett Area SD,Bedford,"$11,898,937.23","$6,770,272.48","$6,470,609.41","$299,663.07",,"$39,738.65",,,$70.00,,,"$990,970.04",,,,,,"$1,266,793.38","$6,160.00","$343,604.05","$21,836.06","$587,841.18",,,,,"$245,969.00",,,,$625.78,,,"$1,625,056.61",,,
1,108056004,Northern Bedford County SD,Bedford,"$9,374,027.77","$6,237,571.69","$5,980,317.03","$257,254.66",,"$59,441.91",,"$117,319.00",,,,"$663,301.76",,,,,,"$451,041.69","$5,390.00",,"$15,856.00","$324,207.07",,,,,"$192,894.00","$6,208.38","$13,243.40",,$31.94,,,"$1,287,520.93",,,
1,108058003,Tussey Mountain SD,Bedford,"$12,530,064.17","$8,102,948.66","$7,819,419.40","$283,529.26",,"$60,685.74",,,,,,"$822,477.39",,,,"$145,833.30",,"$893,111.57",,"$396,223.26","$16,370.47","$340,087.08","$6,124.80",,,,"$233,979.00",,,,,,,"$1,512,222.90",,,
1,114060503,Antietam SD,Berks,"$7,942,013.64","$4,462,642.69","$4,064,620.45","$398,022.24",,"$45,581.44",,,,,,"$749,610.58",,,,,,"$66,174.27","$15,400.00","$28,977.86","$22,416.95","$455,600.39",,,,,"$167,132.00",,,,,,,"$1,928,477.46",,,
1,114060753,Boyertown Area SD,Berks,"$36,247,608.85","$17,664,042.34","$15,811,103.79","$1,852,938.55",,"$131,330.27",,,,,,"$3,919,446.77",,,,"$472,453.95",,"$3,098,062.25","$103,180.00","$805,435.64",,"$1,730,007.49",,,,,"$776,832.00",,,,"$157,943.99",,,"$7,388,874.15",,,
1,114060853,Brandywine Heights Area SD,Berks,"$10,433,298.40","$4,970,657.25","$4,432,860.34","$537,796.91",,"$1,703.82",,"$200,000.00",,,,"$1,169,859.47",,,,,,"$754,633.66","$30,415.00",,"$24,498.29","$787,942.03",,,,,"$205,220.00",,,,,,,"$2,288,368.88",,,
1,114061103,Conrad Weiser Area SD,Berks,"$16,456,992.75","$7,656,463.14","$6,767,489.53","$888,973.61",,"$271,861.32",,,,,,"$1,926,031.21",,,,,,"$539,706.28","$27,335.00","$385,716.94","$45,029.07","$1,018,143.64","$67,473.00",,,,"$370,988.00",,,,,,,"$4,148,245.15",,,
1,114061503,Daniel Boone Area SD,Berks,"$19,553,481.51","$9,615,307.11","$8,837,482.74","$777,824.37",,"$88,243.74",,,,,,"$1,831,877.58",,,,,,"$1,275,630.61","$121,660.00","$564,215.45","$58,728.55","$1,198,340.39",,,,,"$489,146.00",,,,,,,"$4,310,332.08",,,
1,114062003,Exeter Township SD,Berks,"$23,077,162.94","$10,312,499.49","$9,315,499.89","$996,999.60",,"$103,533.97",,,,,,"$2,431,169.93",,,,,$268.71,"$805,004.45","$91,630.00","$941,094.45","$72,679.37","$1,353,329.23",,,,,"$542,921.00",,,,,,,"$6,423,032.34",,,
1,114062503,Fleetwood Area SD,Berks,"$15,530,268.90","$7,134,963.13","$6,317,508.89","$817,454.24",,"$119,106.34",,,,,,"$1,643,858.78",,,,,,"$791,819.37","$36,960.00","$240,733.81","$41,960.51","$1,123,817.16",,,,,"$371,717.00",,,,,,,"$4,025,332.80",,,
1,114063003,Governor Mifflin SD,Berks,"$20,281,751.67","$8,125,602.92","$6,986,625.13","$1,138,977.79",,"$133,779.85",,,,,,"$2,501,554.81",,,,"$350,000.00",,"$1,032,629.32","$51,975.00","$1,108,993.22","$77,849.29","$865,272.24","$7,325.10",,,,"$436,905.00",,,,,,,"$5,589,864.92",,,
1,114063503,Hamburg Area SD,Berks,"$15,273,127.31","$7,901,331.09","$7,231,132.78","$670,198.31",,"$112,165.17",,,,,,"$1,595,081.62",,,,,,"$835,808.59","$15,400.00","$351,397.79","$39,828.89","$827,805.27","$118,576.03",,,,"$338,158.00",,,,"$9,966.70",,,"$3,127,608.16",,,
1,114064003,Kutztown Area SD,Berks,"$9,191,466.49","$4,145,826.48","$3,624,811.77","$521,014.71",,"$70,874.70",,"$34,226.96",,,,"$998,224.49",,,,,,"$591,764.40","$32,340.00","$8,007.90","$24,889.94","$610,598.01",,,,,"$140,805.00",,,,"$4,490.72",,,"$2,529,417.89",,,
1,114065503,Muhlenberg SD,Berks,"$20,528,094.40","$8,193,133.78","$6,834,450.90","$1,358,682.88",,"$56,012.36",,,,$676.00,,"$2,155,294.59",,,,,,"$697,302.95","$76,230.00","$1,318,278.04","$75,664.01","$1,200,625.60","$5,000.00",,,,"$447,941.00","$11,557.92",,,,,,"$6,290,378.15",,,
1,114066503,Oley Valley SD,Berks,"$9,979,388.62","$4,593,640.00","$4,115,033.05","$478,606.95",,"$59,726.05",,"$62,747.00",,,,"$1,158,853.21",,,,,,"$602,593.04","$31,570.00","$204,505.17","$27,131.82","$629,276.10","$44,998.04",,,,"$206,179.00",,"$10,091.61",,,,,"$2,348,077.58",,,
1,114067002,Reading SD,Berks,"$222,515,177.45","$162,246,371.43","$157,220,240.66","$5,026,130.77",,"$109,219.13",,,,,,"$15,175,397.38",,,,,,"$380,294.53","$139,755.00","$6,739,660.85",,"$3,682,825.02","$64,800.00",,,,"$4,785,693.00",,,,"$150,000.00",,,"$29,041,161.11",,,
1,114067503,Schuylkill Valley SD,Berks,"$9,938,736.26","$3,896,425.46","$3,237,869.23","$658,556.23",,"$68,863.23",,,,,,"$1,100,754.68",,,,,,"$794,906.13","$32,340.00","$112,143.64","$40,188.12","$591,780.72","$12,065.31",,,,"$197,972.00",,,,"$2,932.55",,,"$3,088,364.42",,,
1,114068003,Tulpehocken Area SD,Berks,"$9,884,294.37","$4,854,093.92","$4,398,700.68","$455,393.24",,"$134,854.89",,"$26,819.00","$1,395.00",$120.00,,"$959,910.48",,,,,,"$425,315.27","$29,260.00","$174,713.34","$24,671.82","$644,933.80","$9,015.38",,,,"$200,065.00",,"$6,233.19",,,,,"$2,392,893.28",,,
1,114068103,Twin Valley SD,Berks,"$16,740,039.36","$6,944,006.62","$6,034,870.30","$909,136.32",,"$78,444.25",,,,$40.00,,"$1,978,388.02",,,,,,"$1,603,612.37","$75,075.00","$311,287.13","$52,424.56","$1,035,044.48",,,,,"$329,551.00",,,,,,,"$4,332,165.93",,,
1,114069103,Wilson SD,Berks,"$27,310,754.00","$11,084,771.00","$9,248,610.00","$1,836,161.00",,"$54,843.00",,,,$120.00,,"$3,018,277.00",,,,,,"$894,957.00","$40,810.00","$539,947.00","$118,566.00","$1,384,690.00",,,,,"$579,495.00",,,,"$346,703.00",,,"$9,247,575.00",,,
1,114069353,Wyomissing Area SD,Berks,"$7,673,699.97","$2,752,391.97","$2,143,455.84","$608,936.13",,"$24,659.93",,,,,,"$914,947.44",,,,,,"$274,762.53","$30,800.00","$19,783.98","$35,251.07","$489,398.57","$24,167.98",,,,"$139,739.00","$23,333.36",,,$443.85,,,"$2,944,020.29",,,
1,108070502,Altoona Area SD,Blair,"$70,618,330.41","$44,168,434.05","$41,800,627.97","$2,367,806.08",,"$152,041.99",,,,,,"$5,806,048.14","$1,722,568.43","$118,244.09",,,,"$1,850,752.98","$103,950.00","$1,353,694.08","$136,345.72","$1,845,382.07","$55,778.88",,,,"$1,485,051.00",,"$10,630.37",,,,,"$11,809,408.61",,,
1,108071003,Bellwood-Antis SD,Blair,"$11,593,600.43","$7,535,517.48","$7,149,073.62","$386,443.86",,"$62,080.24",,"$61,664.00",$210.00,,,"$835,278.81",,,,,,"$412,782.14","$4,235.00","$219,189.71","$23,009.07","$360,232.67",,,,,"$206,209.00",,"$8,152.42",,,,,"$1,865,039.89",,,
1,108071504,Claysburg-Kimmel SD,Blair,"$8,908,231.38","$5,909,209.09","$5,661,517.98","$247,691.11",,,,,,,,"$633,006.61",,,,,,"$440,860.11","$1,925.00","$179,852.15","$15,353.70","$340,845.58",,,,,"$173,060.00",,,,,,,"$1,214,119.14",,,
1,108073503,Hollidaysburg Area SD,Blair,"$21,900,692.14","$13,234,599.19","$12,428,773.45","$805,825.74",,"$27,137.32",,,,,,"$2,271,790.88",,,,,,"$873,378.67","$50,820.00","$421,718.68","$59,963.33","$568,724.61","$93,154.69","$20,384.20",,,"$421,318.00",,,,,,,"$3,857,702.57",,,
1,108077503,Spring Cove SD,Blair,"$14,279,251.95","$8,517,884.11","$8,077,502.41","$440,381.70",,"$51,222.40",,"$69,735.00",,$109.00,,"$1,197,827.71",,,,,,"$1,045,919.21","$16,555.00","$211,194.86","$30,863.20","$381,843.83","$25,113.79",,,,"$291,450.00","$295,454.51","$9,286.70",,,,,"$2,134,792.63",,,
1,108078003,Tyrone Area SD,Blair,"$16,622,126.00","$10,099,436.00","$9,576,218.00","$523,218.00",,"$56,613.00",,"$81,291.00","$1,085.00",,,"$1,550,765.00","$138,875.00",,"$2,109.00","$423,281.00",,"$846,231.00","$32,340.00",,"$32,775.00","$491,226.00",,,,,"$308,378.00",,,,,,,"$2,557,721.00",,,
1,108079004,Williamsburg Community SD,Blair,"$5,419,882.45","$3,693,073.01","$3,533,081.33","$159,991.68",,,,"$36,781.00",,,,"$386,101.89",,,,,,"$182,539.57","$2,695.00",,"$8,764.50","$204,157.52","$23,622.26",,,,"$102,791.00",,"$5,853.05",,,,,"$773,503.65",,,
1,117080503,Athens Area SD,Bradford,"$22,465,517.81","$13,133,523.00","$12,289,404.00","$844,119.00",,"$75,461.00",,"$49,026.00",,,,"$1,861,576.00",,,,,,"$1,338,934.81","$14,245.00","$594,276.00","$35,711.00","$932,808.00","$43,860.00",,,,"$418,272.00",,,,,,,"$3,967,825.00",,,
1,117081003,Canton Area SD,Bradford,"$11,641,200.54","$7,750,842.53","$7,392,769.86","$358,072.67",,"$46,179.91",,"$17,731.00",,,,"$757,487.38",,,,,,"$534,647.47",,"$290,403.77","$15,187.22","$298,147.07","$4,798.00",,,,"$203,216.00",,,,,,,"$1,722,560.19",,,
1,117083004,Northeast Bradford SD,Bradford,"$9,538,832.68","$6,377,789.53","$6,102,913.01","$274,876.52",,"$5,575.78",,"$44,930.58",,,,"$618,776.78",,,,,,"$768,297.52","$4,235.00","$35,332.68","$13,192.11","$98,968.52",,,,,"$165,568.00",,,,,,,"$1,406,166.18",,,
1,117086003,Sayre Area SD,Bradford,"$10,801,087.54","$6,813,175.21","$6,441,517.64","$371,657.57",,,"$32,845.51",,$980.00,,,"$909,913.24",,,,,,"$226,008.11","$7,315.00","$36,606.49","$19,309.59","$586,508.25",,"$18,954.74",,,"$201,990.00",,,,,,,"$1,838,780.02","$108,701.38",,
1,117086503,Towanda Area SD,Bradford,"$14,697,956.14","$8,050,453.39","$7,543,465.08","$506,988.31",,"$61,936.81",,,,,,"$1,233,636.83",,,,"$315,000.00","$1,096.00","$996,871.51","$10,010.00","$674,860.63","$27,351.59","$753,859.26","-$1,096.00","$14,353.00",,,"$290,449.00",-$0.16,,,,,"-$21,544.01","$2,290,718.29",,,
1,117086653,Troy Area SD,Bradford,"$16,066,235.31","$9,993,933.19","$9,554,090.42","$439,842.77",,"$14,630.17",,"$91,937.00",,,,"$1,226,114.41",,,,,,"$1,072,749.52","$1,155.00","$784,560.77","$15,739.22","$341,726.33",,,,,"$310,736.00",,,,,,,"$2,212,953.70",,,
1,117089003,Wyalusing Area SD,Bradford,"$13,165,214.32","$7,656,320.29","$7,249,824.41","$406,495.88",,"$102,116.43",,,,,,"$1,049,983.93",,,,,,"$1,140,262.93","$11,935.00","$693,606.34","$24,925.00","$295,763.18","$44,999.64",,,,"$231,038.00",,,$0.41,,,,"$1,914,263.17",,,
1,122091002,Bensalem Township SD,Bucks,"$38,456,914.36","$17,464,464.76","$15,196,039.38","$2,268,425.38",,"$146,481.64",,,,,,"$4,795,452.60",,,,,,"$877,319.62","$692,230.00","$571,643.77","$131,142.78","$2,270,555.37",,,,,"$584,234.00",,,,"$118,381.00",,,"$10,805,008.82",,,
1,122091303,Bristol Borough SD,Bucks,"$12,324,220.19","$7,394,752.35","$6,878,438.25","$516,314.10",,"$141,754.37",,,,,,"$1,276,067.24",,,,,,"$114,283.02","$16,048.00","$245,792.62","$24,839.17","$497,362.93",,,,,"$218,128.00",,,"$27,047.53",,,,"$2,368,144.96",,,
1,122091352,Bristol Township SD,Bucks,"$48,631,740.99","$25,147,803.87","$23,003,805.00","$2,143,998.87",,"$41,219.25",,,,,,"$5,184,433.90",,,,"$700,894.30",,"$1,659,911.26","$399,245.00","$318,618.59","$119,007.01","$3,391,017.64","$113,168.51",,,,"$1,029,712.00",,,,"$2,658.00",,,"$10,524,051.66",,,
1,122092002,Centennial SD,Bucks,"$32,903,446.90","$15,089,458.48","$12,963,402.88","$2,126,055.60",,"$2,902.05",,,,,,"$3,369,134.71",,,,,,"$417,661.04","$299,915.00","$976,034.78","$118,116.07","$2,119,157.12",,,,,"$380,367.00",,,,,,,"$10,130,700.65",,,
1,122092102,Central Bucks SD,Bucks,"$73,318,164.43","$25,591,802.48","$19,233,626.18","$6,358,176.30",,"$82,416.18",,,,,,"$7,527,635.58",,,,,,"$2,144,379.85","$455,070.00","$1,008,535.79","$340,299.67","$6,270,963.27","$5,488.00",,,,"$1,024,042.00",,,,,,,"$28,867,531.61",,,
1,122092353,Council Rock SD,Bucks,"$55,477,609.13","$17,791,461.12","$15,141,565.47","$2,649,895.65",,"$111,965.42",,,,,,"$6,596,391.13",,,,,,"$1,165,803.46","$456,610.00","$1,364,259.39","$214,086.83","$5,650,058.87","$532,668.22",,,,"$416,762.00",,,,,,"$1,454,732.61","$19,722,810.08",,,
1,122097203,Morrisville Borough SD,Bucks,"$7,582,424.00","$3,582,131.00","$3,260,818.00","$321,313.00",,"$23,748.00",,,,,,"$830,667.00",,,,,,"$27,500.00",,,"$19,607.00","$386,680.00",,,,,"$1,119,607.00",,,,,,,"$1,592,484.00",,,
1,122097502,Neshaminy SD,Bucks,"$47,614,976.60","$17,652,020.95","$14,759,180.24","$2,892,840.71",,"$155,192.60",,,,,,"$6,735,260.99",,,,"$1,311,672.38",,"$902,855.96","$370,755.00","$1,252,461.61","$168,933.00","$3,591,338.22",,,,,"$663,751.00",,,,"$307,693.36",,"-$43,917.87","$14,546,959.40",,,
1,122097604,New Hope-Solebury SD,Bucks,"$7,115,653.83","$2,034,533.77","$1,298,259.39","$736,274.38",,"$11,600.32",,,,,,"$511,867.38",,,,,,"$174,403.67",,"$150,994.55","$24,192.60","$753,015.18","$57,093.80",,,,"$49,442.00",,,,,,"$731,156.96","$2,617,353.60",,,
1,122098003,Palisades SD,Bucks,"$10,360,153.86","$3,774,164.48","$3,091,446.20","$682,718.28",,"$47,768.70",,,,,,"$1,365,892.37",,,,,,"$575,998.09","$65,450.00","$205,859.21","$29,634.60","$919,220.85","$5,677.29",,,,"$67,213.00",,,,,,,"$3,303,275.27",,,
1,122098103,Pennridge SD,Bucks,"$34,325,136.25","$14,023,215.37","$11,681,963.31","$2,341,252.06",,"$127,148.04",,,,,,"$3,667,157.45",,,,,,"$1,211,543.16","$159,005.00","$600,687.26","$129,478.35","$2,556,510.09","$2,528.00",,,,"$625,645.00",,,,,,,"$11,222,218.53",,,
1,122098202,Pennsbury SD,Bucks,"$53,931,744.20","$20,846,310.39","$17,026,699.79","$3,819,610.60",,"$78,564.31",,,,,,"$6,039,763.08",,,,"$787,500.00",,"$1,179,113.24","$435,435.00","$1,318,192.36","$161,640.90","$4,157,836.91",,,,,"$783,733.00","$5,467.75",,,,,,"$18,138,187.26",,,
1,122098403,Quakertown Community SD,Bucks,"$27,711,882.77","$12,384,881.84","$10,840,200.68","$1,544,681.16",,"$182,980.22",,,,,,"$2,955,157.26",,,,"$297,500.00",,"$898,641.79","$137,445.00","$796,978.68","$90,604.50","$2,124,099.47",,,,,"$535,278.00",,,,,,,"$7,308,316.01",,,
1,104101252,Butler Area SD,Butler,"$48,700,294.00","$28,038,361.00","$26,353,966.00","$1,684,395.00",,"$66,160.00",,,,,,"$4,874,328.00",,,,,,"$2,500,211.00","$200,585.00","$1,609,083.00","$109,593.00","$1,957,978.00","$2,294.00",,,,"$1,147,945.00",,,,"$59,891.00",,,"$8,133,865.00",,,
1,104103603,Karns City Area SD,Butler,"$16,453,795.00","$10,392,178.00","$9,902,143.00","$490,035.00",,"$23,571.00",,,,,,"$1,246,272.00",,,,,,"$1,450,255.00","$10,780.00","$14,207.00","$23,770.00","$593,883.00","$21,597.00",,,,"$315,032.00",,,,"$6,645.00",,,"$2,355,605.00",,,
1,104107803,Knoch SD,Butler,"$15,319,766.55","$8,508,813.96","$7,963,237.96","$545,576.00",,,,,,,,"$1,536,997.43",,,,,,"$811,514.97","$82,005.00","$268,684.29","$49,251.92","$594,883.93","$383,476.75",,,,"$336,435.00",,,,,,$0.30,"$2,747,703.00",,,
1,104105003,Mars Area SD,Butler,"$14,186,667.44","$7,051,550.46","$6,258,008.79","$793,541.67",,"$70,587.06",,,,,,"$1,217,452.80",,,,,,"$536,914.69","$175,175.00","$785,018.37","$65,033.76","$335,017.85",,,,,"$241,656.00",,,,"$2,275.00",,,"$3,705,986.45",,,
1,104105353,Moniteau SD,Butler,"$13,366,521.87","$8,377,843.10","$7,931,684.85","$446,158.25",,"$21,356.64",,"$17,705.00",,,,"$1,130,361.54",,,,,,"$926,955.64","$8,085.00","$13,553.42",,"$604,218.03",,,,,"$284,091.00",,"$4,454.94",,,,,"$1,977,897.56",,,
1,104107903,Seneca Valley SD,Butler,"$36,321,855.61","$17,072,635.57","$14,716,447.37","$2,356,188.20",,"$121,014.20",,,,,,"$3,838,072.21",,,,,,"$1,343,262.98","$261,415.00","$598,163.58","$158,675.09","$1,223,320.59",,"$13,031.28",,,"$684,267.00",,,,,,,"$11,007,998.11",,,
1,104107503,Slippery Rock Area SD,Butler,"$15,703,363.00","$9,298,586.00","$8,804,887.00","$493,699.00",,"$39,685.00",,,$910.00,,,"$1,582,729.00",,,,,,"$1,370,831.00","$31,955.00","$4,571.00","$37,313.00","$655,662.00","$19,006.00",,,,"$334,886.00",,,,"$35,000.00",,,"$2,292,229.00",,,
1,108110603,Blacklick Valley SD,Cambria,"$8,870,217.55","$5,804,673.16","$5,606,220.92","$198,452.24",,"$64,882.35",,,,,,"$612,510.49",,,,,,"$690,262.79","$24,640.00","$317,585.38","$11,417.73","$169,142.80","$6,666.00",,,,"$141,827.00",,,,,,,"$1,026,609.85",,,
1,108111203,Cambria Heights SD,Cambria,"$15,367,522.19","$10,353,348.17","$9,883,233.45","$470,114.72",,,,"$55,629.45",,,,"$1,063,047.52",,,,"$123,958.30",,"$794,546.28","$30,415.00","$29,283.85","$23,972.66","$506,653.82","$1,337.50","$20,000.00",,,"$279,447.00",,,,,,,"$2,085,882.64",,,
1,108111303,Central Cambria SD,Cambria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108111403,Conemaugh Valley SD,Cambria,"$9,505,079.91","$6,247,212.30","$6,025,377.29","$221,835.01",,,,,,,,"$627,756.29",,,,"$376,250.30",,"$533,831.01","$26,180.00","$113,503.88","$14,000.30","$272,076.81","$30,000.00",,,,"$171,026.00","$25,750.51",,,,,,"$1,067,492.51",,,
1,108112003,Ferndale Area SD,Cambria,"$8,844,006.88","$6,041,893.47","$5,781,792.77","$260,100.70",,,,,,,,"$611,169.24",,,,,,"$463,289.24","$6,545.00",,"$10,919.85","$303,382.25",,,,,"$158,485.00",,,,,,,"$1,248,322.83",,,
1,108112203,Forest Hills SD,Cambria,"$19,880,940.60","$13,258,092.08","$12,723,834.23","$534,257.85",,"$19,937.27",,,,,,"$1,476,989.23",,,,,,"$1,123,476.45","$8,855.00","$140,527.49","$32,390.77","$824,290.00",,,,,"$397,738.00",,,,,,,"$2,598,644.31",,,
1,108112502,Greater Johnstown SD,Cambria,"$36,760,750.28","$23,129,194.83","$22,159,475.73","$969,719.10",,"$7,938.82",,"$462,270.00",,,,"$2,796,914.51","$1,015,000.00",,,,,"$1,213,882.99","$89,320.00","$860,049.88","$59,118.29","$1,365,971.44",,"$29,430.57",,,"$674,415.00",,"$2,589.42",,,,,"$5,054,654.53",,,
1,108114503,Northern Cambria SD,Cambria,"$14,215,208.71","$9,395,405.43","$8,984,575.11","$410,830.32",,"$2,541.71",,,,,,"$863,169.65",,,,"$78,750.00",,"$1,106,495.43","$55,055.00","$339,978.09","$18,339.93","$314,198.64","$60,000.00",,,,"$242,060.00",,,,"$3,364.28",,"-$8,440.28","$1,744,290.83",,,
1,108116003,Penn Cambria SD,Cambria,"$16,739,248.37","$10,363,859.63","$9,894,620.58","$469,239.05",,$467.62,,,,,,"$1,300,835.07",,,,"$148,750.00",,"$1,233,250.29","$73,150.00","$462,568.72","$29,916.80","$452,585.85","$45,923.32",,,,"$313,302.00",,,,,,,"$2,314,639.07",,,
1,108116303,Portage Area SD,Cambria,"$10,509,082.89","$7,181,782.80","$6,872,779.91","$309,002.89",,"$9,721.85",,,,,,"$661,869.31",,,,,,"$371,192.64","$10,010.00","$277,831.47","$14,329.45","$335,409.34","$71,311.38",,,,"$186,456.00",,,,,,,"$1,389,168.65",,,
1,108116503,Richland SD,Cambria,"$7,240,353.97","$3,812,331.42","$3,460,491.56","$351,839.86",,,,,,,,"$797,990.81",,,,,,"$262,145.00","$12,705.00","$254,315.86","$27,374.23","$230,313.76",,"$29,998.15",,,"$138,845.00",,,,,,,"$1,674,334.74",,,
1,108118503,Westmont Hilltop SD,Cambria,"$8,852,029.07","$4,676,666.70","$4,292,979.07","$383,687.63",,,,,,,,"$955,215.43",,,,,,"$382,953.60","$25,795.00","$336,563.66","$29,826.93","$308,945.11",,,,,"$177,493.00",,,,"$80,000.00",,,"$1,878,569.64",,,
1,109122703,Cameron County SD,Cameron,"$8,831,198.00","$5,867,131.00","$5,662,479.00","$204,652.00",,,,,,,,"$714,852.00",,,,,,"$374,373.00","$3,850.00","$393,081.00","$9,380.00","$432,219.00",$79.00,,,,"$145,002.00",,,,,,,"$891,231.00",,,
1,121135003,Jim Thorpe Area SD,Carbon,"$10,620,427.43","$4,448,641.14","$3,888,722.00","$559,919.14",,"$229,747.79",,,,,,"$909,136.71",,,,"$175,000.00",,"$616,261.46","$2,695.00","$548,256.82","$31,811.97","$737,357.64",,"$24,704.42",,,"$219,928.00",,,,,,,"$2,676,886.48",,,
1,121135503,Lehighton Area SD,Carbon,"$18,403,833.79","$10,274,607.52","$9,642,179.01","$632,428.51",,"$108,043.99",,,,,,"$1,768,950.30",,,,"$175,000.00",,"$444,879.63","$6,930.00","$969,236.86","$40,442.57","$1,188,770.69","$69,777.00","$47,797.08",,,"$374,159.00",,,,,,,"$2,935,239.15",,,
1,121136503,Palmerton Area SD,Carbon,"$13,751,201.63","$7,386,405.69","$6,825,706.92","$560,698.77",,"$55,199.30",,,,,,"$1,503,317.28",,,,"$350,000.00",,"$439,291.24","$23,100.00","$226,755.22","$29,595.49","$747,229.15",,,,,"$303,548.00",,,,,,,"$2,686,760.26",,,
1,121136603,Panther Valley SD,Carbon,"$16,030,865.77","$10,076,894.48","$9,747,551.63","$329,342.85","$33,029.95","$54,736.81",,,,,,"$1,535,177.47",,,,"$157,500.00",,"$702,386.53","$42,350.00","$75,875.32","$11,894.37","$738,581.18","$60,000.00",,,,"$338,016.00","$3,888.96",,,,,,"$2,200,534.70",,,
1,121139004,Weatherly Area SD,Carbon,"$6,541,635.38","$3,535,824.68","$3,336,464.63","$199,360.05",,"$60,155.08",,,,,,"$497,917.01",,,,"$304,791.63",,"$617,420.49","$15,400.00",,"$10,920.89","$365,237.06","$19,225.00","$20,000.00",,,"$98,472.00",,,,$900.00,,,"$995,371.54",,,
1,110141003,Bald Eagle Area SD,Centre,"$16,298,469.51","$9,036,638.26","$8,559,353.83","$477,284.43",,"$45,300.63",,"$32,676.00",,,,"$1,372,317.20",,,,,,"$1,315,264.54","$16,555.00","$1,149,719.16","$29,250.74","$733,385.96",,,,,"$310,813.00",,,,$144.08,,,"$2,256,404.94",,,
1,110141103,Bellefonte Area SD,Centre,"$18,189,390.39","$9,550,623.95","$8,845,206.46","$705,417.49",,"$1,980.11",,"$25,953.00",$840.00,$120.00,,"$1,918,547.45",,,,,,"$597,365.34","$63,140.00","$865,103.17","$50,707.86","$1,173,392.54",,,,,"$408,961.00",,,,,,"$12,406.86","$3,520,249.11",,,
1,110147003,Penns Valley Area SD,Centre,"$10,737,865.02","$5,878,620.51","$5,532,655.94","$345,964.57",,"$47,223.97",,$571.04,,,,"$972,776.91",,,,,,"$644,640.03","$33,110.00","$624,688.16","$25,568.98","$560,995.66",,,,,"$193,434.00",,,,,,,"$1,756,235.76",,,
1,110148002,State College Area SD,Centre,"$34,456,309.47","$11,783,014.64","$9,039,482.88","$2,743,531.76",,"$95,235.99",,"$250,919.00",,,,"$3,411,034.50",,,,,,"$546,047.91","$97,790.00","$3,678,236.88","$135,128.69","$1,421,949.43",,"$19,999.92",,,"$310,013.00",$14.13,"$34,376.93",,"$6,865.70",,,"$12,665,682.75",,,
1,124150503,Avon Grove SD,Chester,"$34,227,480.84","$17,209,878.96","$15,781,865.45","$1,428,013.51",,"$11,055.56",,,,"$3,256.00",,"$2,869,410.77",,,,,,"$1,761,289.17","$227,920.00","$1,650,907.43","$103,884.98","$2,673,718.25",,"$24,670.00",,,"$754,726.00",,,,,,,"$6,936,763.72",,,
1,124151902,Coatesville Area SD,Chester,"$55,998,578.94","$28,734,230.10","$27,226,996.31","$1,507,233.79",,"$107,101.88",,,,,,"$6,215,950.74",,,,,,"$5,382,984.40","$1,445,290.00","$733,501.93","$99,607.26","$3,935,645.76",,,,,"$1,603,925.00",,,,"$235,215.00",,,"$7,505,126.87",,,
1,124152003,Downingtown Area SD,Chester,"$56,302,669.39","$19,737,996.22","$15,732,744.63","$4,005,251.59",,"$109,088.37",,,,,,"$6,528,453.72",,,,,,"$3,302,033.41","$408,100.00","$1,773,612.54","$301,906.32","$4,010,319.35",,,,,"$874,969.00",,,,,,,"$19,256,190.46",,,
1,124153503,Great Valley SD,Chester,"$16,798,208.60","$4,676,445.08","$3,038,518.40","$1,637,926.68",,"$56,219.45",,,,,,"$1,745,349.50",,,,,,"$837,963.12","$128,205.00","$224,468.84","$99,373.93","$1,024,150.87","$26,485.00",,,,"$136,602.00",,,,,,,"$7,842,945.81",,,
