Cat,AUN,school_district,county,total_state_rev,bef,Charter Schools 7140,Tuition for Orphans & Children Placed in Private Homes 7160,School Improvement Grants 7170,Staff and Program Development 7180,Vocational Education 7220,Alternative Education 7230,Driver Education - Student 7240,Migratory Children 7250,Workforce Investment Act 7260,Special Education Funding for School Aged Pupils 7271,Early Intervention 7272,Adult Literacy 7280,Education Assistance Program (Tutoring) 7291,Pre-K Counts 7292,Program Revenues not Listed Previously 7299,Pupil Transportation Subsidy 7311,Nonpublic and Charter School Pupil Transportation Subsidy 7312,Rental & Sinking Fund Payments / Building Reimbursement Subsidy 7320,"Health Services (Medical, Dental, Nurse, Act 25) 7330","State Property Tax Reduction Allocation
7340",Sewage Treatment Operations / Environmental Subsidies 7350,Safe Schools 7360,Vocational Training of the Unemployed 7400,PA Accountability Grants 7501,Project 720 / High School Reform 7503,Ready to Learn Block Grant 7505,Supplemental Equipment Grants 7509,Revenue for the Support of Public Schools 7598,Other State Revenue not Listed Elsewhere 7599,"Revenue for Milk, Lunch & Breakfast Programs 7600",State Share of Social Security & Medicare Taxes 7810,State Share of Retirement Contributions 7820,Educational Technology 7910,Classrooms for the Future 7920,Other Technology Grants 7990
1,125239452,Upper Darby SD,Delaware,"$70,819,517.60","$35,072,151.74",,"$347,504.28",,,,,,,,"$7,624,546.99",,,,,,"$2,218,540.73","$539,770.00","$1,217,712.40","$272,426.05","$5,142,166.66",,,,,,"$2,073,956.00",,,,,"$3,527,414.41","$12,783,328.34",,,
1,125239603,Wallingford-Swarthmore SD,Delaware,"$13,889,948.42","$3,257,172.27",,"$56,318.32",,,,,,,,"$2,000,725.92",,,,,,"$649,550.58",,"$517,805.61",,"$1,838,055.85",,,,,,"$252,951.00",,,,,"$1,196,789.78","$4,120,579.09",,,
1,125239652,William Penn SD,Delaware,"$40,820,795.69","$21,283,299.15",,"$644,460.27",,,,,,,,"$4,349,722.52",,,,,,"$2,008,475.97",,"$442,882.63","$209,185.08","$3,404,197.02",,,,,,"$1,111,647.00",,,,,"$1,678,045.76","$5,688,880.29",,,
1,109243503,Johnsonburg Area SD,Elk,"$7,703,187.17","$4,996,435.91",,,,,"$35,324.69",,,,,"$474,713.40",,,,"$127,500.00",,"$359,709.00",,"$310,130.59","$10,892.16","$283,860.42",,,,"$113,260.00",,,,,,,"$239,006.00","$752,355.00",,,
1,109246003,Ridgway Area SD,Elk,"$7,799,812.54","$4,994,646.25",,"$22,667.12",,,,,,,,"$619,982.00",,,,,,"$426,200.45","$32,673.47",,"$18,062.59","$352,528.68",,,,,,"$131,771.00",,,,,"$160,984.80","$1,040,296.18",,,
1,109248003,Saint Marys Area SD,Elk,"$11,283,735.68","$6,392,812.99",,,,,"$52,287.72",,"$3,325.00",,,"$1,251,030.32",,,,,,"$817,152.73","$201,355.00",,"$39,739.18","$348,202.23",,"$24,986.00",,,,"$306,366.00","$8,683.76",,"$3,500.00",,"$402,897.45","$1,431,397.30",,,
1,105251453,Corry Area SD,Erie,"$20,635,882.15","$12,768,866.82",,"$86,437.19",,,"$152,707.02",,,,,"$1,528,648.75",,,,"$340,000.00",,"$1,067,204.39","$24,255.00","$538,407.72","$40,271.34","$526,149.36",,,,,,"$387,305.00","$11,748.69",,,,"$698,690.90","$2,465,189.97",,,
1,105252602,Erie City SD,Erie,"$104,164,890.71","$59,910,691.74",,"$22,448.71",,,"$928,772.01",,,"$2,456.00","$3,305.00","$10,029,256.61","$1,703,684.00",,,"$1,554,775.00",,"$1,678,936.27","$905,092.59","$1,537,643.91","$276,815.78","$5,926,073.78",,"-$1,184.44",,,,"$2,602,655.00","$42,929.79",,"$638,301.55",,"$3,332,312.35","$13,069,925.06",,,
1,105253303,Fairview SD,Erie,"$6,873,770.00","$3,062,313.00",,"$26,546.00",,,,,,,,"$899,674.00",,,,,,"$413,132.00","$48,494.00","$268,491.00","$29,551.00","$264,439.00",,"$30,000.00",,,,"$143,386.00",,,$220.00,,"$378,917.00","$1,308,607.00",,,
1,105253553,Fort LeBoeuf SD,Erie,"$12,753,566.38","$6,681,701.29",,"$42,195.68",,,,,,,,"$1,174,261.25",,,,,,"$708,755.63","$94,495.09","$716,720.43","$79,979.16","$712,777.08",,,,,,"$237,740.00",,,,,"$520,117.47","$1,784,823.30",,,
1,105253903,General McLane SD,Erie,"$17,156,280.60","$10,318,676.77",,"$108,348.53",,,,,"$1,575.00",,,"$1,441,104.68",,,,,,"$823,987.77",,"$913,635.00","$40,700.87","$519,063.57",,,,,,"$278,072.00",,,,,"$616,279.70","$2,094,836.71",,,
1,105254053,Girard SD,Erie,"$14,415,591.22","$8,480,468.62",,"$23,301.62",,,,,,,,"$1,215,023.97",,,,,,"$417,091.43",,"$559,466.38","$31,506.85","$735,451.87",,,,,,"$371,348.00",,,,,"$573,980.03","$2,007,952.45",,,
1,105254353,Harbor Creek SD,Erie,"$14,303,381.83","$8,657,213.76",,"$58,515.16",,,,,,,,"$1,273,143.36",,,,,,"$1,002,887.42","$72,380.00","$251,617.91","$38,651.09","$458,132.38",,,,,,"$283,075.00",,,,,"$493,955.14","$1,713,810.61",,,
1,105256553,Iroquois SD,Erie,"$12,228,416.16","$8,280,591.69",,,,,,,,,,"$762,168.92",,,,,,"$335,688.97",,"$309,531.03","$44,344.25","$622,908.08",,,,,,"$244,066.00",,,,,"$391,320.19","$1,237,797.03",,,
1,105257602,Millcreek Township SD,Erie,"$29,164,835.44","$13,680,146.07",,"$80,519.14",,,,,,,,"$3,488,450.63",,,,,,"$1,647,448.63","$1,168,095.82","$630,551.50","$171,076.33","$933,827.04",,,,,,"$613,964.00",,,,,"$1,451,023.43","$5,299,732.85",,,
1,105258303,North East SD,Erie,"$13,414,844.24","$8,424,758.92",,"$26,920.09",,,,,,,,"$1,150,071.46",,,,,,"$383,156.17","$21,945.00","$329,603.49","$32,123.52","$558,550.22",,"$25,000.00",,,,"$286,805.00",,,,,"$485,428.63","$1,690,481.74",,,
1,105258503,Northwestern  SD,Erie,"$13,516,508.48","$8,931,534.18",,"$26,032.34",,,"$70,139.37",,,,,"$1,152,503.99",,,,,,"$869,868.02","$7,015.14",,"$27,522.53","$393,837.89",,"$23,693.00",,,,"$280,298.00","$7,356.96",,,,"$345,525.98","$1,381,181.08",,,
1,105259103,Union City Area SD,Erie,"$13,467,786.00","$9,207,761.80",,,,,,,"$1,890.00",,,"$888,534.16",,,,,,"$599,519.74","$2,719.82","$353,505.14","$22,379.15","$334,351.11",,,,,,"$283,155.00",,,,,"$394,766.80","$1,379,203.28",,,
1,105259703,Wattsburg Area SD,Erie,"$11,430,007.00","$6,604,695.00",,"$8,948.00",,,,,,,,"$950,539.00",,,,,,"$899,427.00","$59,290.00","$346,514.00","$25,752.00","$463,405.00",,,,,,"$243,953.00",,,,,"$408,748.00","$1,418,736.00",,,
1,101260303,Albert Gallatin Area SD,Fayette,"$35,528,992.56","$22,833,923.24",,"$110,765.47",,,,,,,,"$2,944,264.84",,,,,,"$2,222,489.71","$39,539.61","$1,260,519.12","$64,111.84","$820,331.95",,,,,,"$684,288.00",,,,,"$1,008,754.89","$3,540,003.89",,,
1,101260803,Brownsville Area SD,Fayette,"$18,740,063.61","$12,006,282.65",,"$32,515.79",,,,,,,,"$1,352,095.60",,,,,,"$1,486,352.26","$24,842.20","$364,205.77","$29,790.17","$335,352.29",,"$22,050.00",,,,"$412,719.00",,,,,"$505,173.00","$2,168,684.88",,,
1,101261302,Connellsville Area SD,Fayette,"$47,733,187.60","$29,670,129.94",,"$120,163.11",,,,,,,,"$4,636,663.59",,,,,,"$4,931,223.83",,"$15,981.75","$91,575.40","$1,462,652.12",,,,,,"$1,050,159.00",,,"$40,000.00",,"$1,224,736.59","$4,489,902.27",,,
1,101262903,Frazier SD,Fayette,"$10,771,030.04","$6,750,128.61",,"$56,439.81",,,,,,,,"$694,996.44",,,,"$182,750.00",,"$662,155.91","$5,005.00","$411,515.10","$22,391.54","$278,972.97",,"$31,375.23",,,,"$164,194.00",,,$658.56,,"$304,365.30","$1,173,277.67","$32,803.90",,
1,101264003,Laurel Highlands SD,Fayette,"$23,261,654.84","$13,616,165.04",,"$71,114.02",,,,,,,,"$2,221,821.24",,,,,,"$1,083,554.85","$8,979.16","$653,882.07","$56,533.96","$1,015,532.01",,,,,,"$608,349.00",,,,,"$894,559.21","$3,031,164.28",,,
1,101268003,Uniontown Area SD,Fayette,"$25,328,011.48","$15,247,201.14",,"$97,618.46",,,,,,,,"$2,179,371.16",,,,,,"$1,776,972.61",,"$761,682.43","$57,492.63","$1,120,707.76",,"$24,999.96",,,,"$554,307.00",,,"$3,438.55",,"$780,869.71","$2,723,350.07",,,
1,106272003,Forest Area SD,Forest,"$4,907,522.54","$2,563,429.30",,"$21,058.94",,,,,,,,"$451,756.74",,,,,,"$690,795.28","$23,291.57","$113,245.26","$8,370.73","$233,409.06",,"$23,374.00",,,,"$60,729.00",,,,,"$156,700.64","$561,362.02",,,
1,112281302,Chambersburg Area SD,Franklin,"$38,952,859.00","$19,988,861.00",,"$172,544.00",,,"$6,477.00",,,"$1,582.00",,"$3,875,053.00",,,,"$651,000.00",,"$2,695,652.00","$152,480.00",,"$211,225.00","$1,342,693.00",,"$9,482.00",,,,"$1,128,079.00",,,,,"$1,959,512.00","$6,758,219.00",,,
1,112282004,Fannett-Metal SD,Franklin,"$3,814,910.37","$2,240,533.83",,"$26,665.35",,,,,,,,"$335,496.77",,,,"$161,500.00",,"$324,793.68",,,"$9,412.25","$111,101.03",,,,,,"$76,871.00",,,,,"$107,643.19","$420,893.27",,,
1,112283003,Greencastle-Antrim SD,Franklin,"$12,560,376.07","$5,830,574.62",,"$108,319.72",,,,,,$40.00,,"$1,292,679.12",,,,,,"$646,950.07","$59,066.32","$879,266.00","$57,167.80","$630,816.14",,,,,,"$303,942.00",,,,,"$602,682.67","$2,148,871.61",,,
1,112286003,Tuscarora SD,Franklin,"$15,863,080.24","$8,023,209.40",,"$107,848.61",,,,,,,,"$1,631,459.19",,,,"$306,000.00",,"$1,314,982.46","$50,104.90","$743,433.24","$44,845.09","$630,424.07",,,,,,"$361,008.00",,,"$61,621.91",,"$576,692.88","$2,011,450.49",,,
1,112289003,Waynesboro Area SD,Franklin,"$23,044,875.01","$12,827,547.64",,"$145,928.66",,,,,"$3,080.00",,,"$2,366,135.00",,,,,,"$1,321,205.39","$59,932.10","$518,302.00","$86,816.35","$731,925.42",,,,,,"$538,830.00",,,"$39,521.34",,"$940,646.44","$3,465,004.67",,,
1,111291304,Central Fulton SD,Fulton,"$8,425,487.00","$5,375,794.00",,"$37,934.00",,,,,"$2,275.00",,,"$579,187.00",,,,,,"$459,990.00","$7,315.00","$164,408.00","$17,694.00","$381,771.00",,,,,,"$140,573.00",,,"$64,557.00",,"$266,840.00","$927,149.00",,,
1,111292304,Forbes Road SD,Fulton,"$4,293,304.00","$2,795,746.00",,,,,,,$980.00,,,"$284,310.00",,,,,,"$315,646.00",,"$148,093.00","$6,643.00","$172,093.00",,,,,,"$68,764.00",,,,,"$112,784.00","$388,245.00",,,
1,111297504,Southern Fulton SD,Fulton,"$7,201,724.34","$4,354,998.67",,"$86,402.60",,,,,,$80.00,,"$478,350.04",,,,"$24,968.75",,"$561,101.40","$1,925.00","$432,627.59","$14,317.96","$289,366.91",,,,,,"$153,038.00",,,,,"$206,395.48","$598,151.94",,,
1,101301303,Carmichaels Area SD,Greene,"$10,280,081.53","$6,788,655.10",,"$20,125.93",,,,,"$1,610.00",,,"$806,918.44",,,,,,"$378,925.99","$11,165.00","$246,795.37","$20,180.68","$430,481.21",,,,,,"$234,124.00",,,,,"$294,794.84","$1,046,304.97",,,
1,101301403,Central Greene SD,Greene,"$14,689,716.64","$8,084,063.36",,"$33,702.08",,,"$12,355.18",,,,,"$1,703,390.43",,,,,,"$757,932.07","$2,310.00","$517,140.64","$31,899.95","$920,919.42",,,,,,"$312,449.00",,,,,"$536,799.23","$1,776,755.28",,,
1,101303503,Jefferson-Morgan SD,Greene,"$8,502,907.95","$5,366,305.79",,"$12,259.78",,,,,,,,"$663,909.92",,,,,,"$404,547.28","$7,382.39","$369,603.74","$14,564.55","$435,099.88",,,,,,"$157,649.00",,,,,"$217,943.08","$853,642.54",,,
1,101306503,Southeastern Greene SD,Greene,"$7,646,990.79","$4,890,365.87",,"$117,625.71",,,,,,,,"$540,987.21",,,,,,"$652,951.33","$7,753.20","$20,182.48","$22,944.97","$374,263.85",,,,,,"$124,219.00",,,,,"$201,967.18","$693,729.99",,,
1,101308503,West Greene SD,Greene,"$5,713,926.39","$3,254,386.84",,,,,"$20,300.42",,$840.00,,,"$670,401.24",,,,,,"$447,190.16",,"$52,804.08","$26,806.71","$112,746.04",,,,,,"$97,413.00",,,,,"$227,337.44","$803,700.46",,,
1,111312503,Huntingdon Area SD,Huntingdon,"$14,152,908.76","$7,725,800.76",,"$30,741.04",,,,,,,,"$1,426,154.30",,,,,,"$1,519,735.23","$72,159.86","$347,447.58","$35,777.26","$670,472.11",,,,,,"$334,138.00",,,$806.91,,"$463,812.12","$1,525,863.59",,,
1,111312804,Juniata Valley SD,Huntingdon,"$7,466,242.79","$4,911,979.75",,"$53,889.02",,,"$59,838.71",,"$1,295.00",,,"$505,751.64",,,,,,"$422,571.99","$15,785.00","$189,108.65","$13,495.35","$210,032.26",,"$16,162.00",,,,"$142,555.00","$6,614.43",,,,"$197,082.42","$720,081.57",,,
1,111316003,Mount Union Area SD,Huntingdon,"$13,206,529.04","$8,579,169.51",,"$16,449.20",,,"$47,970.59",,,,,"$941,265.84",,,,,,"$692,488.71","$27,194.77","$528,842.17","$28,664.08","$237,776.78",,"$39,984.74",,,,"$279,299.00",,,"$76,114.00",,"$294,412.89","$1,416,896.76",,,
1,111317503,Southern Huntingdon County SD,Huntingdon,"$10,275,037.00","$6,695,224.00",,"$41,105.00",,,"$23,418.00",,,,,"$739,938.00",,,,,,"$875,164.00",,"$243,998.00","$26,925.00","$255,747.00",,,,,,"$206,398.00",,,,,"$270,746.00","$896,374.00",,,
1,128321103,Blairsville-Saltsburg SD,Indiana,"$16,675,644.79","$9,250,094.72",,"$118,571.31",,,"$65,099.57",,,,,"$1,289,693.51",,,,"$320,309.50",,"$1,062,101.27","$13,977.06","$451,388.13","$29,275.24","$1,133,851.57",,"$40,000.00",,"$295,201.00",,,,,,,"$579,129.89","$1,991,783.22","$35,168.80",,
1,128323303,Homer-Center SD,Indiana,"$8,602,388.81","$5,418,284.60",,"$21,436.70",,,,,,,,"$589,668.38",,,,,,"$314,664.74","$3,892.57","$406,040.86","$15,141.03","$393,171.36",,,,,,"$135,437.00",,,,,"$290,840.79","$1,013,810.78",,,
1,128323703,Indiana Area SD,Indiana,"$17,338,625.75","$8,984,535.94",,"$37,568.62",,,,,$560.00,,,"$1,714,738.23",,,,,,"$757,809.30","$43,510.23","$372,982.96","$53,088.11","$1,032,676.97",,,,,,"$353,791.00",,,,,"$897,133.96","$3,090,230.43",,,
1,128325203,Marion Center Area SD,Indiana,"$15,277,103.17","$9,273,842.29",,"$79,457.47",,,"$26,857.34",,,,,"$1,018,325.24",,,,"$185,300.00",,"$1,186,451.99","$72,255.65","$539,369.32","$24,820.93","$599,313.79",,"$40,000.00",,,,"$209,876.00",,,,,"$460,195.28","$1,561,037.87",,,
1,128326303,Penns Manor Area SD,Indiana,"$10,952,707.30","$7,202,167.18",,"$18,520.90",,,"$38,065.20",,"$1,785.00",,,"$677,309.62",,,,"$102,000.00",,"$977,614.62","$7,315.00",,"$15,756.03","$274,172.50",,"$24,617.00",,,,"$194,325.00","$3,748.04",,,,"$332,983.36","$1,082,327.85",,,
1,128327303,Purchase Line SD,Indiana,"$13,325,990.90","$8,678,223.91",,"$116,705.47",,,,,"$1,680.00",,,"$842,147.10",,,,,,"$1,420,983.87","$7,315.00",,"$17,635.53","$282,998.21",,,,,,"$218,571.00",,,,,"$349,314.99","$1,390,415.82",,,
1,128328003,United SD,Indiana,"$13,514,101.03","$8,695,907.53",,"$17,964.76",,,"$43,752.74",,"$1,610.00",,,"$815,817.39",,,,"$255,000.00",,"$1,273,572.21","$30,415.00","$26,752.57","$19,233.85","$445,876.39",,,,,,"$208,937.00","$6,429.34",,,,"$371,113.87","$1,301,718.38",,,
1,106330703,Brockway Area SD,Jefferson,"$10,314,022.37","$6,883,651.43",,"$12,664.52",,,"$34,440.67",,"$2,135.00",,,"$714,363.02",,,,,,"$569,341.40",,"$280,806.05","$19,181.81","$351,749.32",,,,,,"$156,485.00","$4,931.03",,"$9,209.45",,"$290,787.07","$984,276.60",,,
1,106330803,Brookville Area SD,Jefferson,"$14,439,718.84","$8,790,251.56",,"$58,025.81",,,,,,,,"$1,150,532.84",,,,,,"$1,176,943.31","$25,410.00","$423,148.13","$29,252.95","$714,055.89",,,,,,"$295,869.00",,,$500.00,,"$389,126.27","$1,386,603.08",,,
1,106338003,Punxsutawney Area SD,Jefferson,"$24,560,549.58","$15,143,668.45",,"$142,722.40",,,,,"$4,550.00",,,"$1,772,809.32",,,,,,"$2,149,581.87","$139,370.00","$616,185.68","$44,516.66","$1,118,505.91",,,,,,"$441,183.00",,,,,"$691,007.93","$2,296,448.36",,,
1,111343603,Juniata County SD,Juniata,"$17,927,957.09","$9,974,802.09",,"$85,312.31",,,"$74,914.44",,,$440.00,,"$1,691,801.74",,,,,,"$2,206,086.38",,,"$57,631.50","$520,924.29",,,,,,"$388,470.00","$8,587.31",,"$70,538.80",,"$633,338.71","$2,215,109.52",,,
1,119350303,Abington Heights SD,Lackawanna,"$13,567,267.28","$6,123,561.32",,"$56,642.34",,,,,,,,"$1,666,182.74",,,,,,"$798,687.64","$184,415.00",$194.30,"$70,962.50","$813,627.80",,,,,,"$255,367.00",,,,,"$858,038.42","$2,739,588.22",,,
1,119351303,Carbondale Area SD,Lackawanna,"$13,073,460.08","$8,122,293.26",,"$135,927.48",,,,,,,,"$1,119,336.40",,,,,,"$652,736.83","$16,542.67",,"$60,841.66","$625,010.61",,,,,,"$306,338.00",,,,,"$402,036.09","$1,632,397.08",,,
1,119352203,Dunmore SD,Lackawanna,"$7,391,154.41","$4,171,969.80",,"$8,846.82",,,,,"$3,495.00",,,"$846,639.33",,,,,,"$101,549.98","$26,565.00","$231,855.93","$39,998.19","$335,674.66",,,,,,"$209,240.00",,,,,"$312,655.79","$1,102,663.91",,,
1,119354603,Lakeland SD,Lackawanna,"$9,822,278.81","$5,280,566.02",,"$53,440.96",,,,,$455.00,,,"$902,695.77",,,,,,"$1,487,351.72","$69,685.00",,"$27,631.89","$339,367.82",,,,,,"$202,117.00",,,,,"$318,018.83","$1,140,948.80",,,
1,119355503,Mid Valley SD,Lackawanna,"$7,322,198.09","$3,976,561.42",,"$7,085.94",,,,,,,,"$865,403.24",,,,,,"$358,893.22","$50,050.00",,"$33,783.99","$261,188.73",,"$48,898.10",,,,"$159,374.00",,,,,"$362,425.95","$1,198,533.50",,,
1,119356503,North Pocono SD,Lackawanna,"$17,267,089.03","$8,218,328.01",,"$70,332.35",,,,,,,,"$1,704,688.60",,,,,,"$1,926,281.70","$61,316.01","$250,013.67","$54,540.27","$1,194,513.38",,,,,,"$417,576.00",,,,,"$737,359.39","$2,632,139.65",,,
1,119356603,Old Forge SD,Lackawanna,"$4,898,111.81","$2,938,376.69",,,,,,,,,,"$502,719.71",,,,,,"$83,989.73","$18,480.00",,"$16,673.12","$224,294.75",,,,,,"$253,561.00",,,,,"$201,624.38","$658,392.43",,,
1,119357003,Riverside SD,Lackawanna,"$8,704,749.20","$4,723,051.50",,,,,,,"$2,380.00",,,"$799,796.19",,,,,,"$376,043.69","$49,292.33","$399,705.00","$27,199.92","$462,920.28",,"$22,747.00",,,,"$222,157.00",,,,,"$350,673.59","$1,268,782.70",,,
1,119357402,Scranton SD,Lackawanna,"$68,203,558.98","$39,056,407.88",,"$233,805.64",,,,,,,,"$5,687,316.30",,,,,,"$1,386,272.74","$190,890.87",,"$200,052.22","$4,364,751.05",,,,,,"$1,517,889.00",,,"$498,328.42",,"$3,173,941.43","$11,893,903.43",,,
1,119358403,Valley View SD,Lackawanna,"$13,760,089.00","$7,652,283.00",,"$39,874.00",,,,,,,,"$1,352,355.00",,,,,,"$686,145.00",,"$144,556.00","$46,392.00","$892,798.00",,,,,,"$393,156.00",,,,,"$561,997.00","$1,990,533.00",,,
1,113361303,Cocalico SD,Lancaster,"$15,144,358.35","$7,068,101.66",,"$10,247.57",,,,,,,,"$1,684,595.55",,,,"$127,500.00",,"$1,061,541.32","$76,230.50",,"$55,092.96","$1,106,156.95",,,,,,"$400,960.00",,,"$1,247.91",,"$763,322.99","$2,789,360.94",,,
1,113361503,Columbia Borough SD,Lancaster,"$11,151,589.39","$6,464,424.09",,"$52,301.30",,,,,,,,"$1,273,026.50",,,,,,"$14,026.72",,"$620,167.62","$27,392.44","$636,998.96",,"$24,600.00",,,,"$295,569.00",,,,,"$375,111.73","$1,367,971.03",,,
1,113361703,Conestoga Valley SD,Lancaster,"$12,097,092.39","$3,571,675.51",,"$43,665.43",,,,,,$160.00,,"$1,624,583.97",,,,"$240,500.00",,"$616,473.01","$189,035.00","$647,556.00","$103,253.23","$700,553.45",,"$21,382.04",,,,"$276,624.00",,,,,"$871,288.44","$3,190,342.31",,,
1,113362203,Donegal SD,Lancaster,"$13,592,864.95","$6,808,760.99",,"$52,922.02",,,,,,,,"$1,333,652.36",,,,,,"$1,026,348.78","$98,175.00","$131,483.00","$54,360.83","$668,493.94",,,,,,"$335,257.00",,,,,"$680,081.97","$2,403,329.06",,,
1,113362303,Eastern Lancaster County SD,Lancaster,"$11,975,981.68","$4,146,995.09",,"$156,216.65",,,"$63,102.76",,,,,"$1,652,656.55",,,,,,"$980,207.48","$162,085.00","$816,266.00","$81,063.60","$446,237.91",,,,,,"$247,418.00",,,,,"$692,828.73","$2,530,903.91",,,
1,113362403,Elizabethtown Area SD,Lancaster,"$17,603,544.12","$8,474,726.02",,"$59,740.39",,,"$50,847.95",,,$80.00,,"$2,059,246.12",,,,,,"$982,604.20","$78,540.00","$636,327.52","$70,271.56","$595,943.67",,"$60,000.00",,,,"$472,997.00",,,,,"$892,070.40","$3,170,149.29",,,
1,113362603,Ephrata Area SD,Lancaster,"$18,708,482.90","$9,180,011.83",,"$117,652.91",,,"$21,691.06",,,,,"$2,292,197.76",,,,,,"$738,623.23","$114,730.00","$314,754.85","$83,233.22","$1,021,423.46",,,,,,"$515,064.00",,,,,"$957,573.35","$3,351,527.23",,,
1,113363103,Hempfield  SD,Lancaster,"$28,198,752.49","$12,183,798.36",,"$118,854.25",,,,,,,,"$3,489,540.88",,,,,,"$1,515,089.76",,,"$133,618.10","$1,628,763.26",,,,,,"$593,639.00",,,,,"$1,915,349.74","$6,620,099.14",,,
1,113363603,Lampeter-Strasburg SD,Lancaster,"$10,339,338.31","$3,877,093.75",,"$35,579.87",,,"$49,516.79",,,,,"$1,380,602.16",,,,,,"$514,068.82","$97,405.00",,"$58,918.28","$633,572.66",,,,,,"$232,972.00",,,,,"$763,408.68","$2,696,200.30",,,
1,113364002,Lancaster SD,Lancaster,"$93,867,573.00","$56,456,285.00",,"$312,117.00",,,"$316,299.00",,,"$5,635.00",,"$9,351,598.00",,,,"$2,578,252.00",$914.00,"$945,002.00","$347,990.00","$1,025,000.00","$224,660.00","$4,983,879.00",,"$60,000.00",,,,"$1,997,386.00","$19,428.00",,"$14,671.00",,"$3,399,756.00","$11,828,701.00",,,
1,113364403,Manheim Central SD,Lancaster,"$14,079,019.04","$6,625,796.68",,"$76,324.20",,,"$45,087.31",,,,,"$1,557,269.78",,,,,,"$849,632.47","$93,269.14","$402,732.14","$62,403.70","$833,059.69",,"$30,000.00",,,,"$301,665.00",,,,,"$694,971.62","$2,506,807.31",,,
1,113364503,Manheim Township SD,Lancaster,"$16,763,984.01","$5,070,486.04",,"$59,033.54",,,,,,,,"$2,382,493.94",,,,,,"$934,642.19","$240,240.00","$605,161.82","$117,850.40","$1,108,561.74",,,,,,"$474,037.00",,,,,"$1,300,434.98","$4,471,042.36",,,
1,113365203,Penn Manor SD,Lancaster,"$22,265,194.00","$11,033,367.00",,"$95,657.00",,,"$56,349.00",,,,,"$2,712,821.00",,,,,,"$1,350,208.00","$142,492.00",,"$100,599.00","$1,295,708.00",,,,,,"$620,860.00",,,$500.00,,"$1,078,571.00","$3,778,062.00",,,
1,113365303,Pequea Valley SD,Lancaster,"$6,972,241.48","$2,636,404.10",,"$38,148.24",,,"$22,449.29",,,,,"$712,601.28",,,,,,"$1,046,451.59","$80,850.00",,"$36,966.00","$373,906.01",,,,,,"$113,497.00","$5,166.21",,"$12,500.00",,"$408,378.43","$1,484,923.33",,,
1,113367003,Solanco SD,Lancaster,"$18,311,719.81","$9,744,228.35",,"$70,521.17",,,"$8,425.49",,,$650.00,,"$2,215,549.72",,,,,,"$1,718,996.74","$74,305.00",,"$66,388.24","$553,770.49",,,,,,"$359,017.00",,,,,"$758,984.98","$2,740,882.63",,,
1,113369003,Warwick SD,Lancaster,"$19,650,383.44","$9,412,853.05",,"$56,610.16",,,,,,,,"$2,378,872.04",,,,,,"$706,714.43","$58,520.00","$919,564.29","$90,550.85","$936,724.46",,"$24,999.93",,,,"$447,837.00",,,,,"$994,363.01","$3,622,774.22",,,
1,104372003,Ellwood City Area SD,Lawrence,"$16,738,482.37","$11,268,096.42",,"$5,684.04",,,,,,,,"$1,333,667.49",,,,,,"$622,256.56",,,"$34,580.84","$690,508.53",,"$23,715.93",,,,"$361,395.00",,,,,"$527,282.30","$1,871,295.26",,,
1,104374003,Laurel SD,Lawrence,"$11,485,787.71","$7,449,571.37",,,,,"$41,665.92",,"$4,740.00",,,"$817,129.34",,,,,,"$482,122.26",,"$431,974.12","$23,691.84","$366,299.98",,,,,,"$255,143.00",,,,,"$411,292.37","$1,202,157.51",,,
1,104375003,Mohawk Area SD,Lawrence,"$15,046,144.00","$9,784,352.93",,"$52,655.93",,,"$175,420.68",,"$3,920.00",,,"$1,162,316.07",,,,,,"$711,981.12","$4,235.00",,"$28,204.01","$483,190.90",,"$21,024.00",,,,"$307,754.00","$12,659.63",,,,"$517,497.97","$1,780,931.76",,,
1,104375203,Neshannock Township SD,Lawrence,"$5,847,532.12","$3,112,831.75",,"$18,207.93",,,,,"$1,295.00",,,"$650,969.57",,,,,,"$244,389.57","$20,020.00","$149,330.03","$22,357.69","$196,993.66",,"$5,359.99",,,,"$123,210.00",,,,,"$290,584.46","$1,011,982.47",,,
1,104375302,New Castle Area SD,Lawrence,"$33,369,352.69","$22,414,900.55",,"$49,309.11",,,,,"$2,135.00",,,"$2,587,460.34",,,,,,"$724,762.47","$19,798.19","$873,156.87","$56,512.74","$1,185,514.77",,,,,,"$681,743.00",,,,,"$730,447.51","$4,043,612.14",,,
1,104376203,Shenango Area SD,Lawrence,"$10,793,823.63","$7,198,349.80",,"$38,338.78",,,,,"$1,960.00",,,"$779,592.46",,,,,,"$324,441.04","$5,005.00",,"$20,861.53","$460,119.75",,"$44,984.00",,,,"$183,235.00",,,,,"$391,664.91","$1,345,271.36",,,
1,104377003,Union Area SD,Lawrence,"$7,057,654.07","$4,646,399.55",,"$45,909.01",,,,,,,,"$478,925.09",,,,,,"$225,831.38","$3,465.00","$238,879.60","$8,578.50","$270,412.95",,,,,,"$129,934.00",,,,,"$219,951.03","$789,367.96",,,
1,104378003,Wilmington Area SD,Lawrence,"$10,445,457.58","$5,581,128.24",,"$85,145.54",,,"$43,620.13",,"$5,215.00",,,"$1,024,427.67",,,,,,"$758,617.88","$57,833.28","$833,863.99","$22,103.65","$379,146.28",,,,,,"$195,077.00",,,"$5,761.52",,"$298,395.52","$1,155,121.88",,,
