Cat,AUN,school_district,county,total_local_rev,real_estate_revenue,Interim Real Estate Taxes 6112,Public Utility Realty Tax 6113,Payment in Lieu State & Local 6114,Payment in Lieu Federal 6115,"Per Capita, Section 679 6120",Current Act 1 Earned Income Tax 6131,Current Act 511 Per Capita Taxes 6141,Current Act 511 Occupation Taxes-Flat Rate 6142,Current Act 511 Local Services Taxes 6143,Current Act 511 Business Privilege Taxes-Flat Rate 6145,Current Act 511 Mechanical Device Taxes-Flat Rate 6146,Current Act 511 Taxes-Other Flat Rate Assessments 6149,Current Act 511 Earned Income Taxes 6151,Current Act 511 Occupation Taxes 6152,Current Act 511 Real Estate Transfer Taxes 6153,Current Act 511 Amusement Taxes 6154,Current Act 511 Business Privilege Taxes 6155,Current Act 511 Mechanical Device Taxes-Percentage 6156,Current Act 511 Mercantile Taxes 6157,Current Act 511 Taxes-Other Proportional Assessments 6159,Earned Income Tax 6161,Liquor Sales Tax 6162,Cigarette Tax 6163,Sales and Use Tax 6164,Business Use & Occupancy Tax 6166,Non-Business Income Tax 6167,Real Estate Transfer Tax 6168,Current Mercantile Taxes 6169,Delinquent Taxes 6400,Earnings on Investments 6500,Food Service Revenue 6600,Revenue from District Activities 6700,Revenue from Local Gov't Units 6810,State Revenue from Other Public Schools 6821,State Revenue from Intermediate Sources 6829,Federal Revenue from Other PA Public Schools  6831,Federal IDEA Revenue Received as Pass Through 6832,ARRA - IDEA Revenue received as Pass Through 6833,ARRA - Title I Revenue Received as Pass Through 6835,ARRA - Race to the Top Revenue Received as Pass Through 6836,Federal Revenue from Intermediate Sources 6839,Other Revenue from Intermediate Sources 6890,Rentals 6910,Contributions from Private Sources 6920,Regular Day School Tuition 6941,Summer School Tuition 6942,Adult Education Tuition 6943,Receipts from Other LEAs in PA - Education 6944,Receipts from Out-of-State LEAs 6945,Receipts From Member Districts – AVTS / Special Program Jointure Only 6946,Other Tuition from Patrons 6949,Transportation Services Provided Other PA LEAs 6961,All Other Services Provided Other PA LEAs 6962,All Other Services Provided Other Govt's and LEAs Not Specified Elsewhere 6969,Services Provided Other Funds 6970,Revenue from Community Services Activities 6980,Refunds of a Prior Year Expenditure 6991,Energy Efficiency Revenues and Incentives 6992,Other Revenues Not Specified Elsewhere 6999
1,112011103,Bermudian Springs SD,Adams,"$14,557,581.39","$9,956,993.20","$47,457.92","$17,015.59","$1,386.41",$0.00,"$36,344.20",,"$36,344.20",$0.00,$0.00,$0.00,$0.00,$0.00,"$3,470,641.50",$0.00,"$146,895.09",$182.23,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$367,740.08","$14,976.62",$0.00,"$52,394.00",$0.00,$0.00,$0.00,$0.00,"$3,948.00",$0.00,$0.00,$0.00,"$244,214.91",$0.00,"$1,000.00","$31,000.00",$0.00,"$6,125.00","$4,493.00","$75,615.49",$0.00,$0.00,"$3,950.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$38,863.95"
1,112011603,Conewago Valley SD,Adams,"$31,071,884.46","$23,042,243.13",$0.00,"$34,343.62","$49,652.02",$0.00,"$84,058.79",,"$84,058.79",$0.00,"$57,370.86",$0.00,$0.00,$0.00,"$5,717,770.74",$0.00,"$364,726.55","$52,069.01",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$744,390.47","$1,449.14",$0.00,"$59,259.05",$0.00,$0.00,$0.00,$0.00,"$572,449.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$34,176.94",$800.00,"$25,219.31",$0.00,$0.00,$0.00,$0.00,$0.00,"$113,028.78",$0.00,$0.00,$0.00,$0.00,$0.00,$473.21,$0.00,"$34,345.05"
1,112013054,Fairfield Area SD,Adams,"$10,507,048.42","$7,478,463.74","$20,510.17","$12,319.77","$8,626.29",$0.00,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,164,620.69",$0.00,"$125,800.21","$20,647.63",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$265,117.72","$34,159.20",$0.00,"$29,771.00",$0.00,$0.00,$0.00,$227.06,"$143,843.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$13,361.86","$34,643.49",$0.00,"$5,100.00",$0.00,"$120,353.69",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$29,482.90"
1,112013753,Gettysburg Area SD,Adams,"$39,253,636.40","$27,401,148.38","$149,284.61","$40,904.94","$52,309.36","$15,707.60",$0.00,,$0.00,$0.00,"$89,249.26",$0.00,$0.00,$0.00,"$6,311,021.95",$0.00,"$652,296.54","$417,609.29",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,299,207.94","$145,027.59",$0.00,"$163,665.32",$0.00,$0.00,$0.00,"$120,668.81","$334,088.00","$16,480.00",$0.00,$0.00,"$15,000.00",$0.00,"$615,502.60","$131,211.87","$12,296.62",$739.26,"$13,915.00","$884,236.55",$0.00,$0.00,"$3,637.91",$0.00,$0.00,$0.00,$0.00,$0.00,"$27,070.37","$2,160.00","$339,196.63"
1,112015203,Littlestown Area SD,Adams,"$16,560,019.61","$11,960,417.00","$35,113.04","$18,861.52",$0.00,$0.00,"$43,343.50",,"$43,343.50",$0.00,"$21,586.73",$0.00,$0.00,$0.00,"$1,655,079.45","$1,282,657.37","$247,855.11",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$815,422.30","$11,089.21",$0.00,"$68,410.62",$0.00,$0.00,$0.00,"$3,401.00","$239,277.00","$5,702.00",$0.00,"$17,240.80",$0.00,$0.00,"$15,338.23","$20,000.00","$3,606.00","$4,660.00",$0.00,"$35,515.32",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$12,099.91"
1,112018523,Upper Adams SD,Adams,"$13,747,322.98","$9,742,925.21","$54,274.17","$15,379.55","$8,062.14",$0.00,"$33,316.20",,"$33,316.20",$0.00,"$70,485.77",$0.00,$0.00,$0.00,"$2,453,584.44",$0.00,"$125,106.22",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$467,907.10","$2,499.79",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$248,363.00",$0.00,$0.00,"$1,790.32",$0.00,"$55,681.65","$1,750.00","$75,967.72",$0.00,$0.00,$0.00,"$335,654.53",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$21,258.97"
1,103020603,Allegheny Valley SD,Allegheny,"$15,528,942.16","$13,427,719.35",$0.00,"$18,184.13","$15,529.49",$0.00,$0.00,,$0.00,$0.00,"$34,201.86",$0.00,$0.00,$0.00,"$1,035,252.78",$0.00,"$123,068.49",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$611,798.03","$21,645.24",$0.00,$0.00,$0.00,$0.00,$0.00,$114.00,"$132,975.00",$0.00,$0.00,"$6,988.00",$0.00,$0.00,"$6,956.20",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$29,290.13",$0.00,"$65,219.46"
1,103020753,Avonworth SD,Allegheny,"$20,445,302.21","$16,466,612.01",$0.00,"$22,589.95",$0.00,$0.00,$0.00,,$0.00,$0.00,"$15,624.78",$0.00,$0.00,$0.00,"$2,402,413.96",$0.00,"$573,244.83",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$630,505.23","$3,947.86",$0.00,"$40,339.06",$0.00,$0.00,$0.00,$0.00,"$157,881.35",$0.00,$0.00,$0.00,$0.00,$0.00,"$47,112.50","$40,400.98",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$44,629.70"
1,103021102,Baldwin-Whitehall SD,Allegheny,"$37,200,573.00","$29,100,067.71",$0.00,"$49,636.13",$0.00,$0.00,$0.00,,$0.00,$0.00,"$34,235.08",$0.00,$0.00,$0.00,"$4,457,007.61",$0.00,"$355,823.66",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,584,790.96","$30,170.27",$0.00,"$87,051.00",$0.00,$0.00,$0.00,"$3,563.00","$426,486.00",$0.00,$0.00,$0.00,$0.00,$700.00,"$464,686.51","$176,667.80",$0.00,"$2,100.00",$0.00,"$8,475.00",$0.00,$0.00,$0.00,"$3,435.00",$0.00,$0.00,$0.00,$0.00,"$399,708.57",$0.00,"$15,968.70"
1,103021252,Bethel Park SD,Allegheny,"$59,453,185.75","$50,799,012.20",$0.00,"$66,501.14","$10,206.79",$0.00,$0.00,,$0.00,$0.00,$0.00,$0.00,"$1,150.00",$0.00,"$4,791,699.96",$0.00,"$465,423.34",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,569,532.14","$79,623.19",$0.00,"$216,596.30",$0.00,$0.00,$0.00,"$1,824.80","$734,506.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$144,956.90","$280,281.00","$90,477.75",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$60,629.70","$68,226.97","$72,537.57"
1,103021453,Brentwood Borough SD,Allegheny,"$11,762,350.36","$9,092,800.75",$0.00,"$12,354.02",$0.00,$0.00,$0.00,,$0.00,$0.00,"$9,107.22",$0.00,$0.00,$0.00,"$1,020,075.77",$0.00,"$85,324.48",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,233,390.31","$82,684.19",$0.00,"$13,154.00",$0.00,$0.00,$0.00,"$1,140.40","$151,149.00",$0.00,$0.00,$0.00,$0.00,"$20,700.00","$4,675.00","$16,039.89",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$10,571.35","$2,544.39",$0.00,"$6,639.59"
1,103021603,Carlynton SD,Allegheny,"$15,299,719.46","$11,993,008.61",$0.00,"$18,506.37","$1,927.07",$0.00,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,818,864.63",$0.00,"$211,935.59",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$770,314.88","$19,747.74",$0.00,$0.00,$0.00,$0.00,"$53,893.09",$0.00,"$244,050.00",$0.00,$0.00,$0.00,"$2,053.20",$0.00,"$11,460.97",$0.00,$0.00,$0.00,$0.00,"$10,470.05",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$143,487.26"
1,103021752,Chartiers Valley SD,Allegheny,"$43,848,156.16","$33,943,196.11","$255,825.06","$51,111.71","$78,700.00",$0.00,$0.00,,$0.00,$0.00,"$75,512.50",$0.00,$0.00,$0.00,"$5,405,802.48",$0.00,"$667,486.09",$0.00,$0.00,$0.00,"$512,859.47",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,572,939.51","$24,859.76",$0.00,"$67,463.68",$0.00,$0.00,$0.00,"$7,289.00","$339,960.00",$0.00,$0.00,$0.00,$0.00,"$5,190.95","$55,516.99","$1,570.38","$22,406.00",$0.00,$0.00,"$482,492.20",$0.00,$0.00,"$25,180.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$186,882.31",$0.00,"$65,911.96"
1,103021903,Clairton City SD,Allegheny,"$3,384,692.41","$2,147,499.15",$0.00,"$5,260.01","$4,402.56",$0.00,$0.00,,$0.00,$0.00,"$14,368.76",$0.00,$0.00,$0.00,"$369,197.97",$0.00,"$14,504.88",$0.00,"$124,435.52",$0.00,"$14,027.64",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$350,138.26","$2,597.76",$0.00,"$29,083.69",$0.00,$0.00,$0.00,$0.00,"$163,273.40",$0.00,$0.00,"$5,684.65",$0.00,"$55,700.00","$20,400.00","$8,970.47",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$15,000.00",$0.00,"$40,147.69"
1,103022103,Cornell SD,Allegheny,"$8,423,765.00","$7,013,662.00",$0.00,"$10,412.00",$0.00,$0.00,$0.00,,$0.00,$0.00,"$17,854.00",$0.00,$0.00,$0.00,"$627,244.00",$0.00,"$66,398.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$333,312.00","$22,000.00",$0.00,"$9,142.00",$0.00,$0.00,$0.00,$0.00,"$109,162.00",$0.00,$0.00,"$9,516.00",$0.00,$0.00,"$133,418.00","$21,480.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$47,819.00",$0.00,"$2,346.00"
1,103022253,Deer Lakes SD,Allegheny,"$22,424,517.23","$18,225,204.44",$0.00,"$25,322.37",$0.00,$0.00,"$35,770.71",,"$35,823.89",$0.00,"$28,883.52",$0.00,$0.00,$0.00,"$1,719,308.70",$0.00,"$369,963.81",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,433,965.88","$6,715.14",$0.00,"$52,438.90",$0.00,$0.00,$0.00,$0.00,"$406,091.00",$0.00,$0.00,$0.00,"$1,050.00",$0.00,"$14,400.04","$14,433.85",$0.00,$0.00,$0.00,"$46,806.52",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$8,338.46"
1,103022503,Duquesne City SD,Allegheny,"$2,159,655.45","$1,248,611.73",$0.00,"$2,158.80",$0.00,$0.00,$0.00,,$0.00,$0.00,"$7,205.99",$0.00,$0.00,$0.00,"$256,052.77",$0.00,"$11,632.68",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$221,234.71",$595.47,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$159,529.00","$119,891.00",$0.00,$0.00,$0.00,"$20,000.00","$73,804.12",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$9,412.87","$19,066.22","$10,460.09"
1,103022803,East Allegheny SD,Allegheny,"$16,052,150.00","$11,847,471.85",$0.00,"$18,155.14","$7,709.16",$0.00,$0.00,,$0.00,$0.00,"$24,943.98",$0.00,$0.00,$0.00,"$1,250,527.63",$0.00,"$70,691.43",$0.00,"$104,700.24","$3,001.47","$222,288.08",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,191,077.47","$3,551.03",$0.00,$325.94,$0.00,$0.00,$0.00,$0.00,"$390,110.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$88,279.81",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$586,389.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$57,691.65","$23,898.12","$161,338.00"
1,103023153,Elizabeth Forward SD,Allegheny,"$19,987,809.79","$15,023,974.92",$0.00,"$23,919.48",$0.00,$0.00,$0.00,,$0.00,$0.00,"$22,614.64",$0.00,$0.00,$0.00,"$1,983,057.41",$0.00,"$164,472.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,322,747.90","$2,910.88",$0.00,"$50,380.58",$0.00,$0.00,$0.00,$114.00,"$438,902.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$165,252.61","$227,654.67",$225.00,$0.00,$0.00,"$238,660.97",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$16,946.00","$9,704.55","$296,272.18"
1,103023912,Fox Chapel Area SD,Allegheny,"$70,673,676.56","$58,265,156.60",$0.00,"$82,673.17","$29,315.95",$0.00,$0.00,,$0.00,$0.00,"$99,725.48",$0.00,$0.00,$0.00,"$7,178,923.32",$0.00,"$869,074.79",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,858,056.85","$62,148.66",$0.00,"$165,187.15",$0.00,$0.00,$0.00,"$4,111.00","$691,643.71",$0.00,$0.00,$0.00,$0.00,$0.00,"$38,158.25","$78,952.00",$0.00,"$20,865.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$349.00,$0.00,$0.00,"$1,023.00","$202,595.41",$0.00,"$25,717.22"
1,103024102,Gateway SD,Allegheny,"$50,594,184.07","$41,897,010.05",$0.00,"$63,481.66",$0.00,$0.00,$0.00,,$0.00,$0.00,"$121,462.07",$0.00,$0.00,$0.00,"$3,695,946.03",$0.00,"$548,036.68",$0.00,$0.00,$0.00,"$1,361,739.67",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,745,323.08","$21,076.85",$0.00,"$56,414.08",$0.00,$0.00,$0.00,$0.00,"$552,768.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$110,971.51","$29,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$54.90,$0.00,"$390,399.49"
1,103024603,Hampton Township SD,Allegheny,"$33,128,014.61","$27,225,173.82","$48,685.86","$38,897.55",$0.00,$0.00,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,774,071.03",$0.00,"$395,000.42",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,233,772.32","$23,974.71",$0.00,"$83,258.79",$0.00,$0.00,$0.00,$63.31,"$273,136.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$16,222.25",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,699.55",$0.00,"$11,059.00"
1,103024753,Highlands SD,Allegheny,"$19,724,452.19","$15,306,826.47",$0.00,"$23,070.31","$329,781.19",$0.00,"$49,021.23",,"$49,021.20",$0.00,"$26,800.71",$0.00,$0.00,$0.00,"$1,880,527.66",$0.00,"$193,121.84",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,007,967.70","$6,593.86",$0.00,$0.00,$700.00,$0.00,"$33,103.23",$0.00,"$508,120.00",$0.00,$0.00,$0.00,$228.00,$0.00,"$29,513.41",$0.00,$0.00,"$8,992.00",$0.00,$0.00,$0.00,$0.00,"$91,042.59",$0.00,$0.00,$0.00,$0.00,$0.00,"$42,988.09",$0.00,"$137,032.70"
1,103025002,Keystone Oaks SD,Allegheny,"$28,238,973.47","$23,520,085.16",$0.00,"$30,684.97",$0.00,$0.00,$0.00,,$0.00,$0.00,"$63,189.16",$0.00,$0.00,$0.00,"$2,763,146.69",$0.00,"$302,624.36",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$727,763.35","$5,065.72",$0.00,"$58,245.16",$0.00,$0.00,$0.00,$0.00,"$239,450.00",$0.00,$0.00,"$14,566.00","$9,644.00",$0.00,"$19,114.25","$8,700.00","$141,263.22",$0.00,$0.00,$0.00,$0.00,$0.00,"$184,481.35",$0.00,$0.00,$0.00,$0.00,$0.00,"$120,450.09",$0.00,"$30,499.99"
1,103026002,McKeesport Area SD,Allegheny,"$15,732,296.00","$10,003,727.00",$0.00,"$16,968.00",$0.00,$0.00,$0.00,,$0.00,$0.00,"$49,880.00",$0.00,$0.00,$0.00,"$2,095,701.00",$0.00,"$169,857.00",$0.00,"$270,171.00",$0.00,"$159,749.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,223,405.00","$1,163.00",$0.00,"$49,970.00",$0.00,$0.00,$0.00,$0.00,"$767,039.00",$0.00,$0.00,"$53,335.00",$0.00,"$145,888.00","$21,755.00","$10,655.00",$0.00,$0.00,$0.00,"$516,783.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$154,220.00",$0.00,"$22,030.00"
1,103026303,Montour SD,Allegheny,"$47,013,834.76","$38,668,581.27","$569,534.74","$54,035.59","$16,328.37",$0.00,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,180,297.82",$0.00,"$759,899.99",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,547,418.61","$37,180.77",$0.00,"$44,271.68",$0.00,$500.00,"$111,375.77",$0.00,"$373,783.00",$0.00,$0.00,"$13,576.76",$750.00,$0.00,"$27,275.79","$62,672.62",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,395.00",$0.00,$0.00,$0.00,$0.00,"$310,462.54",$0.00,"$232,494.44"
1,103026343,Moon Area SD,Allegheny,"$49,652,908.00","$41,112,321.00","$520,512.00","$57,054.00","$150,000.00",$0.00,$0.00,,$0.00,$0.00,"$85,654.00",$0.00,$0.00,$0.00,"$4,627,940.00",$0.00,"$791,599.00","$13,605.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,224,542.00","$41,311.00",$0.00,"$44,483.00",$0.00,"$112,881.00",$0.00,"$1,255.00","$445,729.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$22,008.00","$40,132.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$118,933.00","$162,813.00",$0.00,"$80,136.00"
1,103026402,Mt Lebanon SD,Allegheny,"$69,935,125.14","$59,127,408.18",$0.00,"$81,601.27",$0.00,$0.00,$0.00,,$0.00,$0.00,"$43,671.29",$0.00,$0.00,$0.00,"$7,392,188.41",$0.00,"$789,122.08",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,160,630.00","$42,603.88",$0.00,"$122,768.30",$0.00,$0.00,$0.00,$0.00,"$598,465.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$82,002.55","$19,612.72",$0.00,"$22,500.00","$176,314.17","$276,237.29",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
1,103026852,North Allegheny SD,Allegheny,"$107,236,612.75","$87,983,241.83","$1,855,383.80","$127,387.66","$1,494.96",$0.00,"$172,338.04",,"$172,337.94",$0.00,$0.00,$0.00,$0.00,$0.00,"$11,765,047.82",$0.00,"$1,916,516.84",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,371,269.57","$20,639.94",$0.00,"$290,930.83",$0.00,$0.00,$0.00,$0.00,"$790,595.00",$0.00,$0.00,$0.00,$0.00,"$20,015.83","$109,595.81","$17,068.28",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$622,748.60"
1,103026902,North Hills SD,Allegheny,"$54,913,500.29","$43,902,926.75",$0.00,"$67,990.12","$35,225.64",$0.00,$0.00,,$0.00,$0.00,"$77,946.08",$0.00,$0.00,$0.00,"$5,310,373.48",$0.00,"$798,220.83","$9,409.23","$417,763.12",$0.00,"$862,372.42",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,332,262.74","$80,467.86",$0.00,"$111,597.46",$0.00,$700.00,$0.00,"$4,000.00","$647,939.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$19,044.00","$31,664.52","$2,370.00","$25,233.55",$0.00,"$19,280.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$42,108.02",$0.00,$0.00,"$22,716.83",$0.00,"$91,888.64"
1,103026873,Northgate SD,Allegheny,"$13,412,163.00","$10,317,065.00",$0.00,"$14,173.00",$0.00,$0.00,"$24,347.00",,"$24,347.00",$0.00,"$11,030.00",$0.00,$0.00,$0.00,"$1,322,202.00",$0.00,"$124,485.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,078,869.00","$8,303.00",$0.00,"$22,497.00",$0.00,$0.00,$0.00,$0.00,"$252,388.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$11,506.00","$24,085.00",$55.00,$0.00,$0.00,"$33,539.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$61,858.00",$0.00,"$81,414.00"
1,103027352,Penn Hills SD,Allegheny,"$42,971,074.46","$32,265,059.66",$0.00,"$51,724.99","$16,630.70",$0.00,$0.00,,$0.00,$0.00,"$34,529.09",$0.00,$0.00,$0.00,"$3,702,941.42",$0.00,"$357,790.69",$0.00,"$232,339.59",$0.00,"$382,955.45",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,897,340.24","$2,110.46",$0.00,"$26,020.00",$0.00,$0.00,$0.00,"$122,140.05","$999,694.11",$0.00,$0.00,"$29,676.28",$0.00,$700.00,"$50,538.66","$73,950.36",$0.00,"$17,183.00",$0.00,$400.60,$0.00,$0.00,$0.00,$0.00,$0.00,"$245,269.88",$0.00,$0.00,"$59,131.24",$0.00,"$402,947.99"
1,103021003,Pine-Richland SD,Allegheny,"$60,065,941.00","$47,693,652.00","$1,067,062.00","$66,842.00",$0.00,$0.00,"$72,333.00",,"$72,333.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$6,665,120.00",$0.00,"$1,051,558.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,665,684.00","$24,898.00",$0.00,"$328,722.00",$0.00,$0.00,$0.00,$0.00,"$622,936.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$95,646.00","$3,248.00","$18,983.00",$0.00,$0.00,"$217,617.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$224,894.00",$0.00,"$174,413.00"
